,0,1,2
0,0.005870046361660132,0.012531056894285842,0.03144852653834466
1,0.0008756760158452374,0.004032818428130392,0.03026977377298362
2,0.029711248425370693,0.013745692399347895,-0.06999550114593936
3,0.03397082409094309,-0.003617517588200006,-0.011702581795489097
4,-0.01347427122838732,0.025269681810810327,-0.019635334471499486
5,-0.014242354950764003,0.03372318562268383,-0.020800892620134907
6,-0.0005439886147708313,0.030530761670612454,-0.034797763610814235
7,0.03854939263127269,0.01970907735297922,0.011077462257463713
8,-0.02296741900499698,0.011225695047745851,0.022458724443247396
9,0.017267830684424574,0.007905424726068281,-0.0021392761457661165
10,0.02033674077459884,-0.03062823559624843,0.00819552815651651
11,-0.007284452194168408,0.029352534878945576,0.028049473146836167
12,-0.005643824963360473,0.005112633410969786,0.04660738310420723
13,-0.01075347636457389,0.021946589488844433,0.03291016625333581
14,0.035244937739851885,-0.0001072148110563715,0.05542633773809432
15,0.0114270359670228,-0.009994122344417749,0.01783747523203371
16,-0.029643258685918418,-0.004107518822069186,0.006647753281517067
17,-0.025619670930965625,0.017495272667411323,0.0022707837777371422
18,0.003496592398434124,-0.017052876077817605,0.01799496873370473
19,0.008510932381533162,-0.0015428995548301943,0.005250547920526705
20,-0.01959402494345654,-0.005793578529821563,-0.023758422173620657
21,0.017815407070019995,0.01885505575305103,-0.027057670233266835
22,0.013676908368631386,-0.005575085924065571,0.0009133011328375495
23,-0.004725675306725776,0.02931609551477747,0.04824748017059302
24,0.028701610874419862,-0.02266192329092394,0.016242286215120437
25,0.03386155085590856,-0.035240958533893266,0.0017978652487788324
26,0.006757705147263766,0.01156017537094591,0.04452545759071219
27,-0.0121059559958158,0.00610986878207871,-0.032461270475441
28,0.037141156897118104,0.0058264568569627515,0.007473333774396277
29,-0.02121875188044701,-0.004126707153549823,0.006567844960413299
30,-0.013948381993664136,0.03940985537115889,0.03225216562190864
31,-0.02051272265105956,-0.016375214849605996,-0.030325894072380878
32,0.0302844863640618,0.0015238145943983563,0.023372191679073877
33,-0.019123147499280842,-0.009623446840854876,0.01368053118850376
34,-0.002153801167073588,-0.00021015321372781583,0.003922616454759086
35,0.025432429723038996,0.02561160332262957,-0.02493251941665296
36,-0.060007820086734186,-0.025795667785040048,-0.005773157129437379
37,0.04016222020817112,0.008791252909239173,0.011303148024210495
38,0.011508162143621508,-0.017899321014035102,-0.0024640315115081507
39,-0.02677590340800993,0.0034446156846012457,0.05210762799451577
40,0.02032880606672582,-0.011476431444586033,-0.03606534926308928
41,0.04773657988025178,-0.008899575333049114,0.02664501810867196
42,0.009091970283577293,0.027540824561180923,0.02070829428386171
43,-0.023433429054726302,-0.02513570904321617,-0.01213060677325907
44,0.015565983943127994,0.004436697956032136,-0.019513980762158524
45,3.2685188548334284e-05,0.0035229859753565978,0.01777563326755496
46,-0.0032172879331820513,0.041155523668327906,0.02374184741660419
47,-0.0041917201233175935,0.006951422547532297,-0.02500123644499256
48,0.00333011934775983,0.03737531756752792,0.03799609820667397
49,-0.018500299061406496,-0.0339524605116927,-0.03445605767719163
50,-0.005163145608141387,-0.0031412625454723822,0.018904670881490306
51,0.05267347535808907,-0.02626802955568111,0.016145557210884252
52,-0.02848658684324386,0.01041295741660162,0.0158252146654944
53,0.004120914505220791,-0.0358816572428339,0.0006076795852331165
54,0.03277761001730215,-0.009692416076267737,0.015475131356324095
55,0.002842627493802418,-0.02370076691495886,-0.020145128682821135
56,-0.019151269788383378,-0.025058957851886346,-0.004589232822671639
57,-0.02135201939103973,0.0138500977524538,0.023574014206414414
58,-0.0012303563023203078,-0.012531520878433884,-0.03377319500221577
59,-0.008912137130928277,0.0016412681547633373,0.013069090132420797
60,-0.016073724828818362,-0.009969165494784812,0.05073333256968931
61,-0.006864059229921965,0.007674332124882286,-0.02025193846689193
62,0.011564709809896167,0.021256484989732455,-0.02670920919414265
63,-0.005372514223076163,-0.0020812580691249873,-0.003984876574853991
64,0.014237415994616184,0.01561828849138445,0.018757701014430993
65,0.004769874918854773,0.019258518259619575,0.009169080281065589
66,0.012678562060383494,-0.022568252422312286,0.003294333075771853
67,0.02516438750682688,-0.01895199500784593,-0.009737680509082905
68,0.0187533006229348,-0.006362061039612809,-0.009988170026635684
69,0.032160706741454145,-0.030685933828795763,0.0006144335316044198
70,0.021116394460379686,-0.015495221714765703,0.018821417210570648
71,-0.0017004692284790168,0.030527592984348567,0.029502505873550657
72,-0.038118307325024296,-0.006948866568332818,0.03148158359231112
73,0.02543123413307077,-0.009405965553192558,0.0012283192974840284
74,-0.002766109279816019,0.015851653715927772,0.02391715467086543
