,0,1
0,0.005870046361660132,0.012531056894285842
1,0.0008756760158452374,0.004032818428130392
2,0.029711248425370693,0.013745692399347895
3,0.03397082409094309,-0.003617517588200006
4,-0.01347427122838732,0.025269681810810327
5,-0.014242354950764003,0.03372318562268383
6,-0.0005439886147708313,0.030530761670612454
7,0.03854939263127269,0.01970907735297922
8,-0.02296741900499698,0.011225695047745851
9,0.017267830684424574,0.007905424726068281
10,0.02033674077459884,-0.03062823559624843
11,-0.007284452194168408,0.029352534878945576
12,-0.005643824963360473,0.005112633410969786
13,-0.01075347636457389,0.021946589488844433
14,0.035244937739851885,-0.0001072148110563715
15,0.0114270359670228,-0.009994122344417749
16,-0.029643258685918418,-0.004107518822069186
17,-0.025619670930965625,0.017495272667411323
18,0.003496592398434124,-0.017052876077817605
19,0.008510932381533162,-0.0015428995548301943
20,-0.01959402494345654,-0.005793578529821563
21,0.017815407070019995,0.01885505575305103
22,0.013676908368631386,-0.005575085924065571
23,-0.004725675306725776,0.02931609551477747
24,0.028701610874419862,-0.02266192329092394
25,0.03386155085590856,-0.035240958533893266
26,0.006757705147263766,0.01156017537094591
27,-0.0121059559958158,0.00610986878207871
28,0.037141156897118104,0.0058264568569627515
29,-0.02121875188044701,-0.004126707153549823
30,-0.013948381993664136,0.03940985537115889
31,-0.02051272265105956,-0.016375214849605996
32,0.0302844863640618,0.0015238145943983563
33,-0.019123147499280842,-0.009623446840854876
34,-0.002153801167073588,-0.00021015321372781583
35,0.025432429723038996,0.02561160332262957
36,-0.060007820086734186,-0.025795667785040048
37,0.04016222020817112,0.008791252909239173
38,0.011508162143621508,-0.017899321014035102
39,-0.02677590340800993,0.0034446156846012457
40,0.02032880606672582,-0.011476431444586033
41,0.04773657988025178,-0.008899575333049114
42,0.009091970283577293,0.027540824561180923
43,-0.023433429054726302,-0.02513570904321617
44,0.015565983943127994,0.004436697956032136
45,3.2685188548334284e-05,0.0035229859753565978
46,-0.0032172879331820513,0.041155523668327906
47,-0.0041917201233175935,0.006951422547532297
48,0.00333011934775983,0.03737531756752792
49,-0.018500299061406496,-0.0339524605116927
50,-0.005163145608141387,-0.0031412625454723822
51,0.05267347535808907,-0.02626802955568111
52,-0.02848658684324386,0.01041295741660162
53,0.004120914505220791,-0.0358816572428339
54,0.03277761001730215,-0.009692416076267737
55,0.002842627493802418,-0.02370076691495886
56,-0.019151269788383378,-0.025058957851886346
57,-0.02135201939103973,0.0138500977524538
58,-0.0012303563023203078,-0.012531520878433884
59,-0.008912137130928277,0.0016412681547633373
60,-0.016073724828818362,-0.009969165494784812
61,-0.006864059229921965,0.007674332124882286
62,0.011564709809896167,0.021256484989732455
63,-0.005372514223076163,-0.0020812580691249873
64,0.014237415994616184,0.01561828849138445
65,0.004769874918854773,0.019258518259619575
66,0.012678562060383494,-0.022568252422312286
67,0.02516438750682688,-0.01895199500784593
68,0.0187533006229348,-0.006362061039612809
69,0.032160706741454145,-0.030685933828795763
70,0.021116394460379686,-0.015495221714765703
71,-0.0017004692284790168,0.030527592984348567
72,-0.038118307325024296,-0.006948866568332818
73,0.02543123413307077,-0.009405965553192558
74,-0.002766109279816019,0.015851653715927772
75,0.026808718696502455,0.03359554141159402
76,0.004578653713864972,0.035109741183532064
77,0.04252372058850705,0.00451033593983052
78,0.022165635414354325,0.01820618874425469
79,0.022628438424680927,0.007701626809323776
80,-0.009035357411621656,0.051339565688148237
81,0.055330606746406844,-0.013459888021735457
82,0.006451503869999572,-0.0026090672430973028
83,0.0191781289916185,-0.03164116763407703
84,0.003023747701900536,-0.03511954287868575
85,0.005688843118063787,-0.013959976394421895
86,0.003775555623847158,-0.01078438524976022
87,0.01096154833672618,0.010348343327058465
88,-0.01639721682650458,0.004647555873185639
89,-0.011465205799651542,0.029789173414530006
90,-0.01004830863506417,0.01687589194161172
91,0.013706781316105612,0.01828488036117237
92,0.014072376352116769,0.023544517908854944
93,0.045284804617198395,0.016031829856426018
94,-0.0007976193291960625,0.03241456114483312
95,-0.02227639984240676,0.008442322838956812
