weights
1.30
1.57
1.30
1.57
1.57
1.30
1.18
1.57
1.18
1.57
0.74
1.30
1.57
1.57
0.45
2.67
1.57
0.45
1.18
1.32
1.18
1.18
1.30
1.30
0.72
1.39
0.45
1.21
0.72
1.21
0.74
1.32
0.74
0.72
0.72
0.72
1.32
1.30
2.67
2.67
2.67
1.57
1.57
2.67
1.57
1.57
1.32
1.18
1.57
0.74
1.57
0.45
0.45
1.57
0.45
0.45
1.39
1.57
1.18
1.32
0.74
1.57
1.57
0.74
1.18
1.30
1.57
1.57
1.32
1.30
0.45
1.57
1.57
0.74
1.30
1.18
1.32
1.57
1.57
0.45
1.18
1.57
0.72
0.74
2.67
1.39
0.72
1.30
0.45
0.72
1.32
1.30
0.72
0.74
1.18
0.74
1.57
1.57
1.39
1.57
0.72
1.32
0.72
0.72
1.32
2.67
0.72
0.72
2.67
0.72
0.72
0.72
0.72
1.32
2.67
1.21
2.67
2.67
1.32
1.32
0.72
0.72
0.72
0.72
0.45
1.18
0.45
0.45
0.72
1.30
1.18
0.45
1.32
1.30
0.45
1.30
2.67
1.18
1.30
2.67
1.39
1.18
1.18
0.45
1.30
1.18
1.39
1.18
0.45
1.30
1.30
1.30
1.30
0.45
1.30
0.72
1.30
1.18
1.32
1.30
0.72
1.30
1.18
1.32
0.45
1.30
0.45
1.39
1.18
1.18
0.72
1.18
1.30
1.30
0.45
1.18
1.30
0.45
1.30
1.39
0.45
0.45
1.32
1.32
1.30
0.72
0.72
1.30
1.32
0.72
1.39
1.18
0.45
1.32
1.18
2.67
1.18
2.67
0.72
0.72
1.30
1.18
2.67
1.18
2.67
1.32
1.32
1.21
0.72
1.21
2.67
2.67
0.74
0.74
0.74
1.21
0.74
0.74
2.67
2.67
2.67
1.57
1.57
2.67
1.21
1.39
1.21
1.21
1.21
1.21
1.32
0.74
1.57
0.72
0.45
1.30
0.45
1.18
2.67
1.30
1.18
1.57
1.57
1.39
1.21
1.21
0.72
1.18
0.72
0.72
1.32
0.72
1.21
1.18
0.74
1.57
1.57
1.21
1.39
0.74
1.57
1.57
0.72
1.30
0.45
1.30
0.45
0.45
2.67
2.67
2.67
1.32
1.18
1.21
1.21
1.21
1.21
0.72
1.32
1.30
1.30
0.72
1.30
1.30
2.67
1.57
1.18
1.32
1.18
1.21
1.18
0.74
1.57
1.30
1.32
1.18
1.30
0.45
0.72
2.67
0.72
2.67
0.45
1.57
0.74
1.39
1.57
0.45
1.39
2.67
2.67
2.67
1.32
0.72
1.30
1.18
1.57
1.39
1.18
1.39
0.74
0.74
0.45
1.39
0.74
1.18
1.32
0.72
0.72
0.72
1.18
1.57
1.30
1.39
1.57
1.30
2.67
2.67
1.30
2.67
1.30
0.72
1.57
2.67
1.30
0.72
1.18
0.74
1.30
2.67
0.74
1.21
1.57
0.74
1.57
0.45
1.30
0.45
2.67
2.67
0.72
1.30
1.30
1.57
1.57
1.18
1.30
1.30
0.74
2.67
2.67
2.67
1.32
2.67
1.32
2.67
1.39
1.32
1.30
1.57
1.57
0.74
2.67
2.67
0.74
0.45
0.72
0.72
1.30
0.45
1.18
2.67
0.72
0.72
2.67
1.21
0.74
0.74
1.18
1.30
1.18
1.30
0.74
1.39
1.30
1.57
0.45
1.57
0.45
1.32
2.67
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.18
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
2.67
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.18
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.30
0.45
0.45
2.67
0.45
2.67
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.57
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.30
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.30
1.18
0.45
0.45
0.45
0.45
0.45
0.45
1.57
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.30
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.18
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
1.18
0.45
1.18
0.45
0.45
0.45
0.45
1.18
0.72
1.30
1.18
1.18
0.45
1.18
0.45
1.30
1.30
0.45
0.45
1.30
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.74
0.74
0.72
0.74
0.74
0.74
0.74
0.74
1.32
0.74
1.32
0.74
0.72
0.74
0.74
0.72
0.72
0.72
0.74
1.32
0.72
0.72
0.72
0.74
0.72
2.67
0.72
0.72
1.57
1.32
0.72
0.72
0.74
0.74
0.72
1.32
0.74
1.32
0.72
0.74
0.74
0.72
0.74
0.72
0.72
0.74
0.74
0.74
0.74
0.72
0.72
0.74
0.74
0.72
0.74
0.74
0.72
1.32
2.67
0.74
0.74
0.74
1.32
0.72
0.74
0.72
0.72
0.74
0.74
0.72
0.74
0.72
0.72
0.74
0.74
1.57
0.72
0.72
0.74
0.74
0.72
1.21
1.30
0.72
0.74
0.74
0.72
0.74
1.32
0.74
0.72
0.74
0.72
0.72
0.74
0.74
0.74
0.74
0.72
0.74
0.72
0.74
0.72
0.72
0.72
1.32
0.72
0.72
0.74
0.74
0.72
0.74
0.74
0.72
0.72
0.72
0.72
1.32
0.74
0.74
0.74
0.72
0.74
1.30
1.57
0.74
0.74
0.74
0.74
1.32
0.74
1.21
0.74
0.74
0.72
0.74
0.74
0.74
0.74
0.72
1.32
0.74
0.74
0.74
0.72
1.32
0.72
0.74
0.72
0.72
0.74
0.72
1.32
0.72
1.32
1.32
1.32
0.72
0.72
1.32
0.72
0.72
1.57
2.67
0.74
0.72
0.72
1.32
0.72
0.74
1.32
1.32
0.72
0.72
1.32
1.32
0.72
0.74
0.72
0.72
0.74
